발짓 0 1 2
치노치곤 1 0 4
풀어지는 0 1 4
비하만 0 1 3
좋가 0 1 2
매표소 1 1 3
지루하실지도 0 1 6
굴렀어요 1 0 4
명색 5 0 2
손영목 1 0 3
악평 17 22 2
줄창 3 0 2
필요하다는 0 3 5
열망 3 8 2
우헤헤헤 1 0 4
따지지만 1 0 4
갔다해 0 1 3
흉기 1 0 2
콩가루 16 5 3
바꾸고도 0 1 4
을사면서 1 0 4
아직 183 363 2
본것이라 0 1 4
청초해 0 1 3
만들어주는 5 15 5
만들어놓은걸 1 0 6
같은대 4 2 3
뛰었다 3 4 3
받을것 2 0 3
안타까웠어 1 0 5
얄밉지 0 1 3
성장하시길 0 1 5
맑음 0 2 2
아껴서 8 4 3
닿는게 6 2 3
디멘터 1 0 3
무서운것만 0 1 5
답답햐 1 0 3
얼토당토않은 4 0 6
댓글달았는데 1 0 6
멋있는가 1 0 4
점준애 3 2 3
판친거 1 1 3
낯설군 1 0 3
있을테고 1 0 4
다님 8 0 2
낮을수 1 1 3
굉장히 131 277 3
송년 1 0 2
괴로 1 0 2
했던것만 1 0 4
잼이있다 0 1 4
앉아있네 9 1 4
억눌린 3 3 3
드나드는 0 1 4
기다렸다는 1 1 5
야무진 2 0 3
면조 0 2 2
섬세하 0 1 3
23년 3 2 3
농사 5 2 2
김국환 0 1 3
괜챦구 0 1 3
아닌줄은 0 1 4
나탄 0 1 2
하던 80 72 2
자연스럽지만 1 0 6
고를 3 3 2
야하다고만 0 2 5
우는데 6 1 3
그레이엄 4 2 4
곤란 3 2 2
자가용 0 1 3
~~""" 0 1 5
논점 3 0 2
컸다면 0 1 3
어설픈거 1 0 4
모이라 0 1 3
집가서 1 1 3
들어주고싶다 0 1 6
불쌍해서 30 28 4
루니 0 6 2
어딨을까 0 1 4
놓네 1 0 2
되는것으로 2 0 5
읽었는가 1 0 4
결핍 5 6 2
사막 13 13 2
민망하던지 1 0 5
닫기를 1 0 3
민병훈 0 1 3
우나기 0 1 3
이게뮌 1 0 3
통쾌할수있습니다 0 1 8
바랬는데 7 7 4
잠안와 0 3 3
떨굽세 1 0 3
일었던 1 0 3
답답하죠 1 0 4
짜게주지 0 1 4
놀래고 0 1 3
버틸수나있었을까 0 1 8
무술 62 53 2
회복기 1 0 3
나던게 0 1 3
이버 1 0 2
완벽해졌다 0 2 5
부수다니 1 0 4
뛰어나다고 3 3 5
내보내냐고 1 0 5
so 9 17 2
지휘 2 8 2
사라졌다 12 4 4
케텍스 1 0 3
레슬리닐슨 0 3 5
종헌 1 0 2
뻔함의 3 1 3
ㅗ 45 7 1
무섭게 21 55 3
음소거 1 0 3
죽어나고 1 0 4
정범균 0 1 3
더해진것 0 1 4
죄송한 1 1 3
어바웃리키 1 0 5
찝찝함이라니 1 0 6
혹사 1 2 2
떼지못 0 3 3
안드네 3 0 3
~!!!!!!!!!^^ 0 1 12
웃어야하는지 1 0 6
인했겠냐 1 0 4
휴대전화 1 0 4
적적할 1 0 3
warfare 0 1 7
페어런츠 1 0 4
그리드 2 4 3
빌을 0 1 2
jamais 0 1 6
아픔을마다 0 1 5
미있아요 0 1 4
친미 2 1 2
촛대 0 1 2
닮았고 3 3 3
내놨지 1 0 3
어쨌거 3 2 3
※ 0 1 1
다루던지 1 0 4
테디 0 5 2
윳음 1 0 2
같니 0 1 2
질리지안는다 0 1 6
찜 6 6 1
떨어졌다 18 4 4
메기는게 0 1 4
이카로스 0 1 4
파고들고 1 0 4
...????!!! 1 0 10
소규모 4 0 3
파랑 6 2 2
미묘하면서도 0 1 6
물리치지 1 0 4
싸질러 1 2 3
철도사고 1 0 4
숨겨줄까 1 0 4
남구 0 4 2
남자건 0 2 3
저하 7 4 2
둘다다운 1 0 4
웃어야죠 1 0 4
깊었으나 1 0 4
멋질거 1 0 3
푸르고 0 1 3
판빙빙 11 6 3
보러가자면 0 1 5
식었던 0 1 3
올려줬을거 1 0 5
욥 3 10 1
뛰어난데 2 1 4
됫으 0 2 2
김윤헤 0 1 3
받았다는것은 1 0 6
나태한 2 0 3
참가자 8 5 3
넘기시지 1 0 4
빠집니다 0 2 4
됐는지에 1 0 4
얼거려 2 0 3
뭉게짐 1 0 3
CF 16 4 2
부칠까 1 0 3
안내면 1 0 3
느껴질수 1 1 4
드 152 183 1
영원한 14 77 3
들어있으니 0 1 5
싶게끔 2 4 3
성능 1 0 2
성질 27 2 2
자축 1 1 2
보여질 2 2 3
면역 2 0 2
나오고싶은 1 0 5
자겄데 1 0 3
실망할까 0 1 4
캐낚였다 1 0 4
정당하다 1 0 4
china 4 0 5
...-_- 20 5 6
끕니다 1 1 3
만델라 0 5 3
우렁찬 1 0 3
베키 1 0 2
특허 3 0 2
줍내 0 1 2
슈나이더 7 6 4
absen 1 0 5
편안 1 6 2
보내세요 2 0 4
그리지만 1 1 4
따진다는건 0 1 5
천연색 0 2 3
중요한것은 3 1 5
서진용 1 0 3
열어 0 6 2
훈훈하긴 1 0 4
DoA 1 0 3
익숙해지냐 1 0 5
기대했나요 1 0 5
부엉이 4 3 3
낮췄다 1 0 3
뻗치는 1 0 3
지치는 1 0 3
만들도록 1 0 4
일등 6 7 2
외줄 0 1 2
당하랴 1 0 3
후문 2 0 2
까만 4 2 2
나오긴하는데 1 0 6
안녕 11 22 2
발리 5 1 2
펼쳐놓는 0 1 4
만들어졌더라도 1 0 7
플룻 1 0 2
딸리는가 1 0 4
쌜줄 1 0 2
내보낸게 1 0 4
웃기는듯 0 1 4
싶고 6 19 2
만들었겠지만 2 0 6
왔을거 1 0 3
기범 0 2 2
빠샤 0 1 2
스릴 261 371 2
찾는답니까 0 1 5
쓸쓸한 4 21 3
읽었다면 2 0 4
원작 846 429 2
만들다말앗다 1 0 6
즐겁겠어요 0 1 5
끼치도록 2 3 4
버지니아 1 6 4
덱 0 1 1
Killed 0 1 6
대동 1 0 2
손꼽을만한 0 2 5
없지만이 0 1 4
했습니다만 3 0 5
심연 1 2 2
환생하여 0 1 4
뀨루뀨 1 0 3
거만 30 13 2
베이커 6 6 3
포탄 1 2 2
뻐나 1 0 2
윤상 1 2 2
담은내용 1 0 4
곱니다 0 40 3
봤나싶음 2 0 4
잇어 6 18 2
무뎌져 1 0 3
받기만 1 0 3
난만함으로 0 1 5
마모 0 1 2
흘려라고 1 0 4
특이한 26 26 3
타러 0 1 2
되가면서 0 1 4
해주고있음 0 1 5
생겼을 0 1 3
건대 1 5 2
혐 14 0 1
굳어진 0 1 3
왜년 1 0 2
맞장씬 0 1 3
잘나가는 14 3 4
박자의 1 0 3
나쁘군요 0 1 4
받지말아라 1 0 5
벗어나려고 0 1 5
짠하더라 0 1 4
이건모 9 0 3
박서준 1 9 3
유쾌하기도 0 2 5
세라 15 14 2
깨닫네 1 0 3
비참해진다 1 0 5
화영 1 2 2
는셈 1 0 2
죽게하곤 1 0 4
미안해진다 0 1 5
나가더라 3 0 4
산자 1 4 2
짜릿함 0 9 3
루이 0 4 2
송능 0 3 2
들줄 1 0 2
올께 0 1 2
분잡 5 0 2
티스푼 1 0 3
쎌 1 0 1
오글오글 66 6 4
익숙해지면 1 0 5
없었다이 1 0 4
달지마라 1 3 4
테니스 7 6 3
배포 4 4 2
쓴맛 0 1 2
많다고하지만 1 0 6
듣고싶다 1 1 4
알려졌어도 0 1 5
화좀 0 1 2
말아먹어 1 0 4
생계 3 5 2
바비인형 1 0 4
고르는 19 3 3
뻔한것아 1 0 4
외워 1 2 2
섬세히 0 2 3
랭크 1 3 2
'. 3 7 2
많긴하 0 1 3
윰목민 0 1 3
맛볼줄이야 1 0 5
모니터 20 7 3
소소한것은 1 0 5
~!~~! 0 1 5
선도 7 2 2
우베 18 10 2
랜스 0 3 2
본데다가 0 1 4
낀거라도 0 1 4
심심하여 1 0 4
없어져요 1 0 4
죽겠는데 2 0 4
movie 16 37 5
가린것 0 1 3
아레잇는넘 0 1 5
춤출 6 5 2
깐다 1 1 2
마르다 0 1 3
주는거지 3 0 4
랜달 1 1 2
cuti 1 0 4
일어날지도 0 1 5
이었다고는 1 0 5
들일 4 2 2
잇노라면 1 0 4
남을거야 0 1 4
바텀 1 1 2
멍텅함 1 0 3
,,^^;;; 1 0 7
이상했음 5 0 4
건방진 2 1 3
밌네 0 1 2
수락 1 0 2
가다있 1 0 3
되었을 12 7 3
뀌면 0 1 2
튀기도록 0 1 4
지껄이면 1 0 4
나오는것까진 1 0 6
슬펐는데 0 3 4
걷 6 2 1
시키자는 1 0 4
익음 0 1 2
망쪼 1 0 2
무 188 132 1
눌러 8 7 2
추가 47 28 2
추워질 0 1 3
진짜재밋엉 0 1 5
찔리는지 1 0 4
맛보더니 1 0 4
만든거네 3 0 4
어지러움 4 1 4
이필모 0 2 3
이근안 0 1 3
1977년 2 3 5
끌꺼야 1 0 3
노오 3 0 2
서수민 2 0 3
쉬더 1 1 2
뉴질랜드 1 2 4
살거 1 1 2
ㄴㅅㅈㅅ 0 1 4
나데르 0 2 3
들어왔다가 0 2 5
애잼 1 0 2
변하신 0 1 3
비슷할 1 1 3
야했나 0 1 3
아찔했을 0 1 4
입고오고 0 1 4
대나 3 3 2
슬픈것 0 1 3
戰慄 0 1 2
잡으려다가 1 0 5
벅찰 1 1 2
무심한 0 2 3
톰조심 0 1 3
걸이냐 1 0 3
노업 1 0 2
낸거 7 3 2
묻자 1 0 2
떨 6 3 1
잘 1892 4430 1
무제 1 3 2
세울려고 1 0 4
죽빵 3 0 2
헌사 0 2 2
우상 4 13 2
받고싶은 1 0 4
할텐데 15 12 3
Brunda 0 1 6
환장할 5 1 3
보여줬으며 1 0 5
들국화 0 1 3
삼생이 11 1 3
wellmade 1 0 8
헨델 0 2 2
기묘해서 0 1 4
같았지만 5 5 4
야기 5 6 2
보았는데 36 60 4
본지오래 2 0 4
평행이론 5 5 4
불교도 2 0 3
가셨네 0 1 3
듣는건데 1 0 4
영화를 1 0 3
볼수있다면 2 0 5
도발 11 6 2
젤리 2 4 2
마이키 0 1 3
http://cafe.naver.com/joonggonara/154723602 0 1 43
말렸음 0 1 3
열흘 0 3 2
참나훗그 0 1 4
연개 3 1 2
필요하다구 1 0 5
지나쳤을꺼 0 1 5
피노와의 1 0 4
간신히 27 2 3
오싹하고 0 2 4
온대 4 0 2
다듬었으면 2 3 5
복수씬 1 0 3
쓰긴 3 6 2
딸린다고 1 0 4
영리할 0 1 3
올리는거냐 1 0 5
어지간하면 18 2 5
Brides 0 1 6
셸비 0 1 2
밀레니엄 3 4 4
않다만 0 1 3
우울해지는 3 3 5
고려말 1 0 3
때려가지구 0 1 5
빠졌으니 2 0 4
토퍼 1 0 2
크진 1 0 2
BGM 9 12 3
하얼빈 1 0 3
열린다는 1 0 4
아까울만큼 2 0 5
점이라도 1 0 4
쨌든 3 2 2
막히면서 0 1 4
선인 2 3 2
담진 0 1 2
재밌을것도 1 0 5
위대함은 0 2 4
250년 1 0 4
남겠지 1 0 3
while 0 1 5
생소하기도 0 1 5
잔인해서 6 4 4
셀 5 9 1
잼고아라 0 1 4
수련할떄 0 1 4
먹었지 1 0 3
ㄱ 83 45 1
하려다 14 1 3
상실 70 24 2
올꺼야 0 1 3
새네 1 0 2
피곤함은 1 0 4
예능 71 51 2
찜찜 5 0 2
같네여 5 3 3
지극히 26 29 3
지든 0 1 2
젤 90 122 1
티뷔 0 1 2
궁리 3 0 2
양백 1 0 2
도망가노 1 0 4
지내오다가 1 0 5
ㅠㅠㅋ 1 3 3
천합니다 2 0 4
땡중왈 0 1 3
코비 2 11 2
임낫 0 1 2
한심하게만 1 0 5
좋아했던 11 40 4
않수 1 0 2
진압하 2 1 3
부유하는 0 1 4
믿는다고 1 2 4
한화 2 3 2
해주던대 1 0 4
II 2 0 2
toy 0 1 3
겜블 2 1 2
서번 0 1 2
맥빠진 7 0 3
흥미롭긴 1 0 4
성차별 2 1 3
돌아보곤 0 1 4
좋아했었고 0 1 5
Boxi 0 1 4
토끼전 0 1 3
반일감정 1 1 4
이도아 1 0 3
졋어 0 1 2
하셔야되 0 3 4
눈물남 0 9 3
176분 1 0 4
여려 2 0 2
꽉꽉 2 4 2
5천만달러 2 0 5
=> 1 1 2
쓰레기통 38 1 4
훔치러 1 0 3
있오 0 1 2
무속신앙 1 0 4
간단한게 0 1 4
순수하기 0 1 4
없내 5 3 2
워싱턴 4 33 3
생각나더군요 1 2 6
이러랴 1 0 3
버렸고 1 2 3
살았냐 1 0 3
만들었고만 1 0 5
싶은것 2 2 3
맞출려고 9 0 4
6.49 1 0 4
똑같아 14 3 3
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 2 1 32
동명이인 3 1 4
보고싶음 0 17 4
나앗습니다 0 1 5
배더 0 1 2
지루합니다 30 0 5
쓰는게 13 1 3
자정작용 1 0 4
빡치네 7 3 3
전수 6 2 2
재밌을듯 10 8 4
과음 2 0 2
뿐인듯 7 3 3
익숙하지만 0 1 5
예감 8 9 2
새로만 1 0 3
싶다 349 473 2
시키는 79 59 3
가르치려다가 0 1 6
보냈냐 1 0 3
세록 0 2 2
동뮬 0 1 2
꺠닫 0 1 2
맹탕이더 1 0 4
바뀐게 4 0 3
황홀하다 0 3 4
보는중인데 1 0 5
드러남 2 0 3
읍 35 11 1
,................ 0 1 17
학겨 1 0 2
될수록 13 5 3
남동생 8 7 3
왕복 1 0 2
윖 1 0 1
보기전엔 1 3 4
도현 13 2 2
내딸서영이 0 1 5
만들어지지만 1 0 6
팝이라면서 1 0 5
버리셧 1 0 3
빼놓을게 0 1 4
웠습 0 1 2
다는 41 36 2
않았나싶다 1 1 5
살찌운 1 0 3
서유리 10 3 3
받앗고 0 2 3
지역방송국 1 0 5
중천 3 1 2
않게만 0 1 3
버텼는데 1 0 4
유키스 1 0 3
본듲 0 1 2
믿어지지 6 10 4
요코이야기 1 0 5
맡음 0 1 2
지마라 0 1 3
인투더 6 1 3
회포 1 0 2
만꼭 0 1 2
통편집 5 0 3
흔드는데 1 1 4
더운 3 10 2
설친듯 1 0 3
옥택 0 1 2
늙었어요 2 0 4
ㅇㅇㅋㅋ 0 1 4
학부형 1 0 3
괴롭힐줄 1 0 4
가르쳐주던가 1 0 6
재방또 0 1 3
징그럽게 5 0 4
들어왔을까 1 0 5
졸면 1 0 2
간단한데 0 1 4
뚜껑 8 3 2
좋아할지도 1 0 5
부자연스런 2 0 5
맴돌아 1 1 3
쏘고싶 0 1 3
신나지만 0 1 4
나가지는 0 1 4
조명등 0 1 3
비놈 1 0 2
사였다 1 0 3
튀어나온건 1 0 5
편조 0 1 2
그랬다고 2 1 4
맺어진 1 1 3
그러 19 10 2
해봤니 0 1 3
평화로이 0 1 4
wkvud 0 1 5
아진짜쫭쫭쫭 0 1 6
꼰다잉 1 0 3
높나요 2 0 3
ㅅㅅㅅㅅㅅㅅㅅ 0 1 7
심심한게 1 0 4
라플라스 1 0 4
좋겟네요 6 10 4
몰두했다 1 0 4
보여주다 6 3 4
욱긴 0 1 2
버려야지 1 2 4
호히행호홓 1 0 5
그런게 9 14 3
사이트 20 7 3
조아하던데요 0 1 6
살고싶게끔 0 1 5
찍었어도 1 0 4
ㅋㅋㅍ 1 0 3
믿으 1 0 2
축축하게 0 1 4
되는지요 0 1 4
대들을 1 1 3
피스 3 7 2
이란시간이흘렀네요 0 1 9
얇아서 1 0 3
꽂는 0 1 2
어히려 0 1 3
틀어주세요 0 2 5
호시탐탐 1 0 4
필요없을것 0 1 5
갑다 8 3 2
한다는게 1 2 4
신선하다는 0 1 5
슬기 2 2 2
이상하네요 7 8 5
애니상 0 1 3
시러해 1 0 3
난십 0 1 2
마는것 0 1 3
청량음료 0 1 4
이령 0 1 2
달려와라 1 0 4
끝냈어야지 1 0 5
다가오면 1 4 4
사다리 1 4 3
박지 0 1 2
지워 17 1 2
흘림 2 7 2
살았네요 0 2 4
때메 26 13 2
강렬하고 1 8 4
남주랑 3 2 3
바라고여 1 0 4
패왕색 2 0 3
밝히지마라 0 1 5
거북하게 1 0 4
울퉁불퉁 0 1 4
맞으나 1 0 3
재미있었고 1 47 5
빨놈 1 0 2
냉철함 1 0 3
\~~ 0 1 3
나치즘 1 0 3
건강하게 0 4 4
않았다니 1 0 4
검색어 8 8 3
어린시절 18 123 4
헤라클레스 7 2 5
저조 1 1 2
만들어지던 1 0 5
??…… 0 1 4
돌아가야하는가 1 0 7
필요하니 0 1 4
대단해 10 18 3
뿌리친다 2 0 4
알려졌을까요 0 1 6
평온한에 0 1 4
버겁다 6 0 3
오딧세이 0 1 4
3800 1 0 4
화려하네여 0 1 5
내려내려 1 0 4
사셧 0 1 2
대딘 0 1 2
뽕빨물 1 0 3
바늘 4 1 2
바꿧 0 2 2
있었지만 50 84 4
film 1 4 4
찍었답니다 1 0 5
산행 1 1 2
이거였어 1 0 4
하바나 0 2 3
힙조 1 0 2
흐려졌다 1 0 4
옮겼다는 1 0 4
부담스러 2 1 4
정사 25 19 2
어라 7 4 2
빠뜨린거랑 1 0 5
깔고가는 0 1 4
식인종 0 1 3
백건 2 0 2
순진무구 0 4 4
뵐수있어 0 2 4
살았는가 1 1 4
놓았으니 2 0 4
지루해져 2 0 4
뿌려주는 0 1 4
돌아왔으니 0 1 5
...=_=; 1 0 7
주던데 0 1 3
맞구나 2 0 3
선할 0 1 2
뭐라구 1 0 3
씁쓸했지만 0 1 5
뽑으라고 0 1 4
밋진 1 0 2
실망하실수 0 1 5
부조리한 2 5 4
시나리오작가 5 3 6
잉글랜드인 0 1 5
만드시는지 1 0 5
....- 3 0 5
Ridiculous 1 0 10
어리석고 1 1 4
본으로 1 0 3
따뜻해진 0 1 4
짜증나는지 1 0 5
곽재용 3 2 3
불건전 2 0 3
.,.,.,.,.,.., 1 0 13
child 0 1 5
맞지 118 21 2
담아내려고는 1 0 6
무리였지 1 0 4
바다코끼리 1 0 5
도모 1 4 2
붙지 1 1 2
간히 5 1 2
은행나무 3 0 4
자다가 16 4 3
신디 1 4 2
5~6 15 3 3
이엘 3 1 2
마키 9 7 2
나올줄 9 4 3
심오하네요 0 2 5
익명성 2 1 3
존빡임 1 0 3
내재 2 3 2
볼지안 1 1 3
배낌 4 0 2
철부지 4 3 3
까시처럼 1 0 4
봤는데이게 2 0 5
76년 6 2 3
해독제 1 0 3
미미하리라 1 0 5
파이데이 0 1 4
평판 2 5 2
몸좀 1 0 2
쓰신거 0 1 3
디씨 2 0 2
남짓 2 3 2
조시 0 1 2
날달걀 0 1 3
유관순 1 2 3
자오는 0 1 3
olleh 1 0 5
길기리 0 1 3
Naver 2 0 5
열광하는거야 1 0 6
깼다가 2 0 3
당혹스러 2 0 4
숭 2 5 1
마녀사냥 5 17 4
쉬하다 1 4 3
자연환경 1 2 4
나오더구나 1 0 5
찾는게 1 1 3
모르는게 4 2 4
더알 1 0 2
거슬리 1 2 3
자유몽 0 1 3
주자는게 1 0 4
새거 1 0 2
다를수있지만 1 0 6
알아차려야지 1 0 6
닫게 3 1 2
청룡영화제 0 1 5
했다는거 8 3 4
사소한거에도 1 0 6
얍 4 5 1
100000000/1 1 0 11
의문 119 67 2
알런 1 0 2
야한다는 10 6 4
암울해 2 0 3
더운대 1 0 3
아프지만 1 20 4
할수있는거지 0 1 6
스럽던데 0 1 4
http://blog.naver.com/oroblast/220232240012 0 1 43
기묘한이야기에 1 0 7
없었니 1 0 3
ㅊㅊㅊㅊㅊ 0 1 5
시켰다면 2 1 4
가왜 22 7 2
끌어안는 1 1 4
들어있었니 1 0 5
2012.12 1 0 7
후련하거나 1 0 5
일으켰답시고 1 0 6
공정 1 1 2
봐주고싶지만 1 0 6
엇갈리고 0 1 4
ㅋㅌㅌ 0 1 3
몽상 6 0 2
돌아왔을 0 1 4
빠져나올수가 0 2 6
때리치아라 1 0 5
부딪친다 0 1 4
초치 0 1 2
강했습니다 0 3 5
으로나 20 15 3
신해 1 2 2
꾸역꾸역 20 3 4
닌듯 1 0 2
혼났습니다 2 1 5
망가짐 2 1 3
또는 28 24 2
터뜨리기만 0 1 5
빠져들것이다 0 1 6
때렸다 1 2 3
찮을거 1 0 3
때쌩 0 1 2
노노노노 1 0 4
무뚝뚝한 0 1 4
서글퍼진다 0 1 5
뻔햇음 0 1 3
보면못 1 0 3
들어맞다 1 0 4
재미없을지 0 2 5
되어지는 2 3 4
붙었지 1 0 3
세금 15 5 2
후부키 0 1 3
허전함이란 0 1 5
싱싱하긴 1 0 4
민망했 1 1 3
보인건 1 3 3
잊을것이다 0 1 5
깨진 1 3 2
두부 4 0 2
때웠습니다 1 0 5
싶었어요 3 9 4
끝난거 7 1 3
남겨라 1 0 3
질수가 1 0 3
되살리며 1 1 4
볼꺼 26 16 2
떼오라고 1 0 4
만고 1 1 2
않았는 1 0 3
호수 4 7 2
독특하면서 0 2 5
띱때 1 0 2
0.1초 1 0 4
생기셨다 1 0 4
아성 2 4 2
잇신 1 2 2
ㅔㅔㅔㅔ 0 1 4
들어가있으니 1 0 6
살리려다 2 0 4
국민학교 3 13 4
배니 1 0 2
따의 2 0 2
산뜻하게 1 1 4
힘줘 1 0 2
나온거냐 4 0 4
들리나 1 0 3
같을까 1 1 3
조악하다는 1 0 5
느껴진건 2 0 4
간편 0 1 2
대단하네여 0 1 5
닥치고있어야 1 0 6
거스트 0 1 3
갰는데 1 0 3
방황 18 43 2
끝났지만 0 9 4
건전히 1 0 3
식상해하다 1 0 5
말풍선 1 0 3
이희준 2 3 3
슬픈 56 315 2
85분 4 2 3
따라가 5 1 3
심오함을 1 2 4
신문 4 4 2
안티 19 11 2
봤는것 0 1 3
잭애프론 1 1 4
성우진 2 6 3
지루할 32 95 3
은행 10 10 2
찾아라 6 3 3
채웠 1 0 2
써놓고 1 2 3
찜찜함 4 1 3
질뻔 0 1 2
불쌍해써요 0 1 5
남자아이에서 0 1 6
잔잔하더라 1 0 5
코미디 744 485 3
라무 0 1 2
흔들려 1 1 3
만든 924 521 2
생길까 1 1 3
장인상 0 1 3
섬기는데 0 1 4
죽은시인의 1 3 5
옆집아저씨 0 2 5
똑같잖어 1 0 4
묻네요 0 2 3
짬 2 3 1
알면서 14 9 3
안줄수 2 2 3
빠름의 0 1 3
쓰니까 3 0 3
붙여주는 0 1 4
김성수 9 2 3
꼳친 1 0 2
기억날거 1 0 4
돌아다니는거 1 0 6
들여오는듯 2 0 5
해였지 0 1 3
오십분 1 0 3
고글 2 1 2
탁월하지만 0 1 5
않다고 8 9 3
겨나가 0 1 3
애쓰던데 1 0 4
시댜 1 0 2
꾸고 4 4 2
곰치 1 0 2
창피하네 1 0 4
겁나재 0 6 3
불가사의 3 1 4
자고하는거 0 1 5
메울 1 0 2
될꺼야 1 1 3
튀기는 9 4 3
소련 13 10 2
멍해진다 0 2 4
판이었나 1 0 4
망쳐놓을수도 1 0 6
트라이앵글 4 2 5
베스타스 1 3 4
먹히려면 1 0 4
)?? 0 1 3
허영은 0 2 3
Eve 1 0 3
방콕 8 0 2
필생 1 0 2
obs 0 1 3
진시황제 1 1 4
팔도 1 0 2
부적절한 1 1 4
닿질 2 0 2
건졌네 1 1 3
사귀어야 1 0 4
손위 1 0 2
1966 0 1 4
Beautiful 0 3 9
촌장 1 0 2
die 1 2 3
안되겟어서 1 0 5
오묘하고 0 1 4
보여주시고 1 1 5
진주 6 24 2
뺏네 1 0 2
싸는걸 1 1 3
가르는 0 4 3
정규 4 10 2
만드는데 23 3 4
강렬하구 0 1 4
미흡 7 1 2
지나갈 2 9 3
…) 0 1 2
안아 3 5 2
잼깨 0 1 2
....-.- 0 1 7
많은걸 19 92 3
짧은가 1 0 3
전사건이나 1 0 5
중반 203 125 2
그녀 86 266 2
세종대왕 3 1 4
을해 14 7 2
높았음 1 0 3
주기 179 40 2
/.. 4 1 3
않았던데 0 1 4
기숙사 2 3 3
일편 7 7 2
살고있습니다 0 1 6
겪고있는 0 4 4
추잡하게 2 1 4
넬 4 8 1
오니기리 0 1 4
같을쏘냐 0 1 4
꼈을 2 0 2
뱁새 4 1 2
기발함과 0 1 4
가서 186 139 2
쑈할때 1 0 3
통쾌함마저 0 1 5
부여잡던 0 1 4
찌져서 1 0 3
싶은말 4 1 3
보때 0 1 2
거처 2 1 2
망하는구나 2 0 5
걸스카우트 2 0 5
업다는 0 2 3
이거였구나 1 5 5
활기찼다 0 1 4
채영 1 3 2
만들지말자 6 1 5
크네 0 1 2
본다는데 1 1 4
재미있죠 0 4 4
보트 5 7 2
색다른건 1 0 4
봅시다 18 10 3
대자 0 3 2
도통 41 1 2
맞설 0 2 2
나을것을 1 0 4
8.6 1 3 3
했군요 1 4 3
불안했다 1 0 4
음탕하기 0 1 4
사귀는 2 1 3
졸겠다 2 0 3
부적합하다고 1 0 6
괞찬응 0 1 3
저래 18 6 2
않주는건데 1 0 5
미적지근한 4 1 5
슬픈데도 0 2 4
되어밖에 1 0 4
일으킨데 1 0 4
왜안 1 5 2
느켜지 1 0 3
걸리겠네요 1 0 5
부르짖다니 1 0 5
깨 61 62 1
림프비즈킷 1 1 5
니미 24 2 2
하다인지 1 0 4
살아가는것에 0 1 6
돌려 80 83 2
몰겠다 4 1 3
그렸다고 2 0 4
기록 27 26 2
진실할 0 1 3
보고싶어져요 0 1 6
전해지네요 0 1 5
났어용 0 2 3
바라보다 0 3 4
적는거 2 0 3
이순재 4 5 3
레스링 1 0 3
asfgsdlgkbjsjvb 1 0 15
높여요 1 0 3
졸리기만 5 0 4
무지할지도 0 1 5
김재덕 1 0 3
어헠 1 0 2
뿌리냐 1 0 3
막아라 1 0 3
밀려나서 0 1 4
힘빠진 1 0 3
받았을 7 6 3
되어가고 1 1 4
긴박 34 19 2
http://blog.naver.com/hanainde/220012850005 0 1 43
꼬인수사 1 0 4
유경아 0 1 3
날아가면서 1 0 5
슬퍼진다 0 3 4
허비했군 1 0 4
박창 0 1 2
만들어놨네 13 1 5
친하지 1 0 3
간절하고 0 1 4
시켜 72 39 2
좋았네요 3 33 4
무지하고 0 1 4
남편 115 55 2
있는거가 1 0 4
한치 14 6 2
노컷 0 2 2
맛깔나게 3 10 4
드마라 0 1 3
재밌었나요 2 0 5
채는 5 0 2
꾸려는 1 0 3
자기전이니 0 1 5
잼있구만 0 5 4
서빠 1 0 2
쏜살같이 0 1 4
재밌다는거냐 1 0 6
맺혖으 1 0 3
식겁한다 1 0 4
http://blog.naver.com/freeasabird8/220449245122 0 1 47
http://blog.naver.com/cjstkrkwn/40207983729 0 1 43
찌져지도록 0 1 5
훅훅 1 1 2
세련되면서도 0 1 6
둑 2 0 1
좋더냐 1 0 3
빛나 1 4 2
신인화 1 0 3
대단하기만 1 0 5
남겼네요 1 1 4
보워 1 0 2
morning 0 1 7
보리스 1 0 3
낮은대 0 1 3
끝난거라 1 0 4
느낌있어요 0 2 5
태지 1 3 2
버텨내는 1 0 4
진실하고 0 3 4
지려하고 0 1 4
더러워진 3 2 4
김수정 1 0 3
짜증나게하네 1 0 6
경관 4 4 2
솓 0 1 1
보았어야 2 0 4
빼야겠다 1 0 4
베이비 9 6 3
내나라 4 0 3
부도덕한 0 1 4
착하다 4 1 3
잼있어요 8 140 4
성인보 1 0 3
애렸던 0 1 3
에잌씨 0 1 3
훼인 1 0 2
행복할수있다 0 1 6
괞찮 1 0 2
아쉽지 0 4 3
떴는지 0 1 3
들임을 0 1 3
nipples 1 0 7
이럼안되 0 1 4
얼어붙을 0 1 4
삐라 2 0 2
박힐 3 1 2
되시는건 0 1 4
함우리 1 0 3
알아볼 0 1 3
..--;; 1 0 6
24/6 1 0 4
krystal 0 1 7
어렸나보다 1 0 5
높다고 8 2 3
꿧습니 0 1 3
되었는데 11 60 4
화려하군요 0 1 5
he 1 1 2
